file,dft,c,bv,ang,fold
537.vasp,-4642.65022496,324,0.594,30,1
538.vasp,-4642.66793451,320,0.59781,28,3
539.vasp,-4642.64734604,324,0.58058,30,1
54.vasp,-4642.581884,336,0.65196,31,4
540.vasp,-4642.58666396,336,0.67586,29,3
541.vasp,-4642.66014506,312,0.52446,36,5
542.vasp,-4642.63476756,320,0.60274,32,3
543.vasp,-4642.58775111,332,0.62566,32,4
544.vasp,-4642.68368319,312,0.54249,28,1
545.vasp,-4642.63825254,324,0.57807,32,4
546.vasp,-4642.66488779,320,0.56779,28,2
547.vasp,-4642.77960298,296,0.27573,30,2
548.vasp,-4642.62050512,324,0.58079,34,4
549.vasp,-4642.66087322,316,0.54229,30,1
55.vasp,-4642.64802042,324,0.57883,30,3
550.vasp,-4642.54758527,332,0.66663,36,3
551.vasp,-4642.60917941,316,0.59484,32,4
552.vasp,-4642.64097968,324,0.60218,30,2
553.vasp,-4642.59626226,324,0.58879,34,2
554.vasp,-4642.66611415,320,0.56768,30,1
555.vasp,-4642.6221433,316,0.56444,36,3
556.vasp,-4642.69489818,316,0.54546,26,3
557.vasp,-4642.6704708,316,0.56318,30,4
558.vasp,-4642.60492731,328,0.64273,32,4
559.vasp,-4642.62848584,332,0.57833,32,1
56.vasp,-4642.60459382,328,0.62556,32,4
560.vasp,-4642.5914542,336,0.60975,32,4
561.vasp,-4642.58516054,336,0.67301,34,1
562.vasp,-4642.62848419,332,0.61634,30,1
563.vasp,-4642.64764988,320,0.59402,28,3
564.vasp,-4642.59255978,320,0.62237,32,2
565.vasp,-4642.5850548,336,0.61875,34,3
566.vasp,-4642.65064823,320,0.57845,28,4
567.vasp,-4642.61809443,320,0.61224,34,5
568.vasp,-4642.66468646,320,0.56053,30,3
569.vasp,-4642.61344513,320,0.60702,32,1
57.vasp,-4642.66710305,320,0.57824,30,3
570.vasp,-4642.58879454,332,0.61166,34,2
571.vasp,-4642.58872758,336,0.6345,32,1
572.vasp,-4642.62476661,328,0.59779,32,5
573.vasp,-4642.65467784,320,0.55533,30,5
574.vasp,-4642.62380485,328,0.62168,30,5
575.vasp,-4642.65759547,320,0.57568,28,1
576.vasp,-4642.57200184,340,0.63601,32,1
577.vasp,-4642.64707144,320,0.57583,32,2
578.vasp,-4642.63714784,320,0.58636,32,3
579.vasp,-4642.52860109,356,0.66679,34,4
58.vasp,-4642.65419187,320,0.57319,30,3
580.vasp,-4642.59315167,328,0.63262,32,4
581.vasp,-4642.64729875,324,0.58083,30,1
582.vasp,-4642.55890791,340,0.62572,34,1
583.vasp,-4642.61969188,324,0.62399,32,3
584.vasp,-4642.57353247,336,0.61802,32,1
585.vasp,-4642.6520972,324,0.56833,30,4
586.vasp,-4642.63136152,320,0.57918,32,2
587.vasp,-4642.65534248,324,0.58172,28,4
588.vasp,-4642.62026191,316,0.56672,32,2
589.vasp,-4642.6841726,320,0.57411,28,3
59.vasp,-4642.59792296,336,0.63018,32,4
590.vasp,-4642.56183428,324,0.65337,36,5
591.vasp,-4642.66805157,316,0.55282,30,5
592.vasp,-4642.56746916,344,0.65765,32,3
593.vasp,-4642.58955968,328,0.65136,34,3
594.vasp,-4642.51107754,336,0.70795,36,5
595.vasp,-4642.5799896,336,0.61992,34,5
596.vasp,-4642.63148076,324,0.5855,32,5
597.vasp,-4642.62727242,332,0.61898,30,4
598.vasp,-4642.6081309,324,0.57528,34,2
599.vasp,-4642.60364133,324,0.60945,34,5
6.vasp,-4642.58749688,328,0.6319,35,5
60.vasp,-4642.61305657,332,0.63867,32,4
600.vasp,-4642.61340711,336,0.61014,30,2
601.vasp,-4642.60572724,328,0.62516,34,4
602.vasp,-4642.53922797,340,0.64443,34,3
603.vasp,-4642.58385112,340,0.6389,32,2
604.vasp,-4642.60870266,328,0.62086,32,3
605.vasp,-4642.63834838,320,0.57864,32,3
606.vasp,-4642.59341369,332,0.65032,32,4
607.vasp,-4642.58858333,336,0.62985,32,3
608.vasp,-4642.63714784,320,0.58636,32,1
609.vasp,-4642.58384427,332,0.63461,34,1
61.vasp,-4642.57533246,336,0.60067,34,3
610.vasp,-4642.63715292,324,0.6014,32,1
611.vasp,-4642.56314047,320,0.61938,36,5
612.vasp,-4642.63256603,328,0.58173,28,4
613.vasp,-4642.66488779,320,0.56779,28,2
614.vasp,-4642.66126597,312,0.54366,28,1
615.vasp,-4642.63610031,324,0.58958,30,2
616.vasp,-4642.61937656,332,0.62389,30,5
617.vasp,-4642.65609238,316,0.5484,32,4
618.vasp,-4642.62905068,316,0.56709,30,3
619.vasp,-4642.64811708,320,0.59906,30,4
62.vasp,-4642.63290063,320,0.60049,32,2
620.vasp,-4642.61561534,332,0.62472,30,5
621.vasp,-4642.59145403,336,0.60964,32,1
622.vasp,-4642.59013168,324,0.65277,34,1
623.vasp,-4642.59695913,336,0.62782,32,5
624.vasp,-4642.57312037,328,0.64733,34,4
625.vasp,-4642.52308552,328,0.65387,34,3
626.vasp,-4642.62404863,328,0.58179,30,4
627.vasp,-4642.65711589,316,0.57424,30,3
628.vasp,-4642.59375352,332,0.61461,32,5
629.vasp,-4642.63910204,320,0.58021,30,5
63.vasp,-4642.6343505,324,0.58428,30,1
630.vasp,-4642.62060648,324,0.62531,32,3
631.vasp,-4642.6866432,312,0.53056,30,3
632.vasp,-4642.65005708,320,0.55826,30,1
633.vasp,-4642.63161089,324,0.58472,32,5
634.vasp,-4642.662352,324,0.58633,28,3
635.vasp,-4642.62866034,324,0.6208,32,3
636.vasp,-4642.61323937,316,0.57875,36,5
637.vasp,-4642.58424781,328,0.59868,34,5
638.vasp,-4642.63845663,328,0.59916,30,1
639.vasp,-4642.58301521,336,0.64789,32,3
64.vasp,-4642.58640606,320,0.63781,32,3
640.vasp,-4642.64167455,324,0.59547,30,3
641.vasp,-4642.62811821,324,0.60312,34,1
642.vasp,-4642.5864575,332,0.65714,30,4
643.vasp,-4642.61402863,320,0.61863,32,2
644.vasp,-4642.63179484,324,0.61391,30,1
645.vasp,-4642.63696943,324,0.60637,30,2
646.vasp,-4642.62422234,328,0.60382,32,1
647.vasp,-4642.62050512,324,0.58078,34,2
648.vasp,-4642.64218549,316,0.58269,32,1
649.vasp,-4642.64831792,324,0.58572,30,4
65.vasp,-4642.56464733,340,0.63305,34,5
650.vasp,-4642.61500957,328,0.59561,32,5
651.vasp,-4642.63532941,324,0.61599,30,3
652.vasp,-4642.61353187,328,0.61771,30,3
653.vasp,-4642.57798186,336,0.64724,32,1
654.vasp,-4642.62695048,320,0.63027,32,4
655.vasp,-4642.58743956,336,0.61531,30,3
656.vasp,-4642.6471889,324,0.57696,30,3
657.vasp,-4642.52261246,336,0.68489,36,5
658.vasp,-4642.60891799,328,0.63715,33,3
659.vasp,-4642.62281721,324,0.62855,32,4
66.vasp,-4642.67174956,324,0.59244,28,2
660.vasp,-4642.67344975,320,0.56534,28,2
661.vasp,-4642.61206274,324,0.60216,32,5
662.vasp,-4642.65863784,324,0.58749,28,2
663.vasp,-4642.60436059,328,0.60791,34,4
664.vasp,-4642.57200183,340,0.63601,32,1
665.vasp,-4642.65302875,324,0.57955,30,2
666.vasp,-4642.59994777,332,0.63291,32,5
667.vasp,-4642.64436266,320,0.59209,28,5
668.vasp,-4642.53341273,332,0.6741,38,4
669.vasp,-4642.60384654,328,0.59952,32,4
67.vasp,-4642.58852623,324,0.62852,34,5
670.vasp,-4642.54820478,344,0.65319,34,1
671.vasp,-4642.65732383,316,0.56432,28,3
672.vasp,-4642.6170833,328,0.62473,29,2
673.vasp,-4642.6036245,324,0.61857,34,3
674.vasp,-4642.68779963,312,0.51858,28,2
675.vasp,-4642.63006082,320,0.59053,33,1
676.vasp,-4642.55432598,344,0.67709,32,5
677.vasp,-4642.64861039,316,0.54367,34,3
678.vasp,-4642.62436469,328,0.62059,32,4
679.vasp,-4642.55784029,332,0.63677,36,5
68.vasp,-4642.53109269,344,0.69026,34,1
680.vasp,-4642.62450925,328,0.60039,32,5
681.vasp,-4642.63691196,320,0.61503,32,4
682.vasp,-4642.62870192,324,0.59043,30,2
683.vasp,-4642.63401731,328,0.61074,30,1
684.vasp,-4642.62835191,328,0.60567,30,4
685.vasp,-4642.63217409,324,0.58234,32,5
686.vasp,-4642.62189344,328,0.58229,30,4
687.vasp,-4642.59063376,336,0.62209,32,4
688.vasp,-4642.58503783,340,0.67708,30,4
689.vasp,-4642.59749395,332,0.64896,33,1
69.vasp,-4642.63712759,320,0.58726,34,4
690.vasp,-4642.63716477,320,0.57892,34,2
691.vasp,-4642.53396449,340,0.66934,34,3
692.vasp,-4642.62727242,332,0.61898,30,4
693.vasp,-4642.6393507,328,0.58226,28,1
694.vasp,-4642.62363834,328,0.61832,30,2
695.vasp,-4642.59029117,324,0.61885,34,1
696.vasp,-4642.66620764,320,0.57585,30,5
697.vasp,-4642.62695047,320,0.63027,32,4
698.vasp,-4642.581434,324,0.63411,34,2
699.vasp,-4642.58590569,336,0.62592,32,1
7.vasp,-4642.64607678,320,0.57644,32,5
70.vasp,-4642.5849098,332,0.65123,34,1
700.vasp,-4642.64006739,320,0.58497,30,4
701.vasp,-4642.61612058,328,0.59434,32,5
702.vasp,-4642.56026243,340,0.64563,34,4
703.vasp,-4642.61184343,324,0.59951,32,1
704.vasp,-4642.68614146,316,0.55822,28,1
705.vasp,-4642.63612554,320,0.56207,32,4
706.vasp,-4642.65553877,316,0.57703,32,2
707.vasp,-4642.55316773,344,0.65459,34,1
708.vasp,-4642.60229928,332,0.63172,32,1
709.vasp,-4642.53396449,340,0.66934,34,5
71.vasp,-4642.61275434,332,0.6284,32,5
710.vasp,-4642.67199951,316,0.55961,30,4
711.vasp,-4642.65229756,324,0.58789,30,3
712.vasp,-4642.57116813,320,0.62642,33,1
713.vasp,-4642.66569932,316,0.56255,32,4
714.vasp,-4642.63336966,324,0.58066,32,1
715.vasp,-4642.62255374,328,0.60973,32,1
716.vasp,-4642.64382798,320,0.61182,30,1
717.vasp,-4642.61915797,328,0.62006,32,2
718.vasp,-4642.64721296,324,0.57288,30,5
719.vasp,-4642.63404285,320,0.59859,32,1
72.vasp,-4642.54930581,332,0.64124,36,2
720.vasp,-4642.69489814,316,0.54546,26,3
721.vasp,-4642.64167453,324,0.59547,30,5
722.vasp,-4642.67258191,316,0.55987,30,5
723.vasp,-4642.55100776,344,0.6469,36,5
724.vasp,-4642.60341849,328,0.64525,32,4
725.vasp,-4642.58541284,336,0.63112,32,3
726.vasp,-4642.6422298,320,0.60514,32,3
727.vasp,-4642.55172354,332,0.71458,36,3
728.vasp,-4642.61015355,324,0.63727,32,1
729.vasp,-4642.56988169,344,0.63803,32,1
73.vasp,-4642.61280175,324,0.62101,32,3
730.vasp,-4642.67589262,320,0.54966,26,4
731.vasp,-4642.61654358,320,0.60176,34,2
732.vasp,-4642.6305385,324,0.6207,30,5
733.vasp,-4642.58384423,332,0.63461,34,2
734.vasp,-4642.62612614,316,0.56478,34,1
735.vasp,-4642.60891984,328,0.63714,33,1
736.vasp,-4642.6232326,324,0.5623,34,1
737.vasp,-4642.6344898,328,0.603,30,2
738.vasp,-4642.65607983,316,0.54856,32,1
739.vasp,-4642.62041327,328,0.58583,32,3
74.vasp,-4642.60108058,332,0.62361,32,3
740.vasp,-4642.61234904,328,0.63754,30,3
741.vasp,-4642.60110807,328,0.62187,32,1
742.vasp,-4642.59384745,336,0.61221,30,3
743.vasp,-4642.66461293,316,0.56736,30,5
744.vasp,-4642.60658281,328,0.63745,32,3
745.vasp,-4642.62994739,324,0.58422,32,1
746.vasp,-4642.63448972,328,0.603,30,4
747.vasp,-4642.65608636,320,0.57285,30,1
748.vasp,-4642.58786197,332,0.6334,33,3
749.vasp,-4642.64651971,320,0.62023,30,5
75.vasp,-4642.56507989,336,0.64107,34,1
750.vasp,-4642.63265721,328,0.59785,32,4
751.vasp,-4642.61960474,324,0.60487,31,2
752.vasp,-4642.6226864,320,0.61867,32,3
753.vasp,-4642.64123453,324,0.61104,30,4
754.vasp,-4642.62431325,332,0.61974,30,5
755.vasp,-4642.5850564,336,0.61876,34,5
756.vasp,-4642.57977595,332,0.64162,32,1
757.vasp,-4642.58953985,332,0.62755,34,4
758.vasp,-4642.6334216,320,0.57211,32,3
759.vasp,-4642.56551322,340,0.6301,32,2
76.vasp,-4642.59349822,328,0.65157,34,5
760.vasp,-4642.59609921,336,0.62904,32,3
761.vasp,-4642.77959838,296,0.27574,30,3
762.vasp,-4642.67727287,320,0.58314,28,3
763.vasp,-4642.57570421,332,0.62765,36,2
764.vasp,-4642.6769422,320,0.53941,26,4
765.vasp,-4642.55306753,340,0.67465,34,3
766.vasp,-4642.60971705,328,0.61765,32,1
767.vasp,-4642.61283599,328,0.59748,32,3
768.vasp,-4642.59128266,336,0.61876,33,2
769.vasp,-4642.62091599,332,0.61178,30,1
77.vasp,-4642.6123491,328,0.63754,30,3
770.vasp,-4642.59701955,332,0.61825,32,1
771.vasp,-4642.59966477,324,0.60699,33,2
772.vasp,-4642.65515185,320,0.55337,32,4
773.vasp,-4642.53447835,352,0.68891,34,5
774.vasp,-4642.65158901,328,0.58275,28,2
775.vasp,-4642.59394573,324,0.59386,32,5
776.vasp,-4642.60267727,336,0.61549,32,3
777.vasp,-4642.60263569,336,0.62108,30,3
778.vasp,-4642.62862876,328,0.6073,30,3
779.vasp,-4642.60465218,336,0.62026,30,2
78.vasp,-4642.56986959,332,0.6547,34,1
780.vasp,-4642.76433504,300,0.3189,30,3
781.vasp,-4642.6123776,324,0.62252,34,2
782.vasp,-4642.63964151,324,0.57796,30,1
783.vasp,-4642.59029117,324,0.61885,34,2
784.vasp,-4642.58494304,324,0.63402,34,1
785.vasp,-4642.58078278,336,0.66323,29,4
786.vasp,-4642.64016404,324,0.5841,32,4
787.vasp,-4642.62091599,332,0.61178,30,5
788.vasp,-4642.63696938,324,0.60637,30,5
789.vasp,-4642.61402533,320,0.61864,32,4
79.vasp,-4642.59163244,336,0.65432,32,5
790.vasp,-4642.6151634,328,0.61694,32,2
791.vasp,-4642.65429558,320,0.56451,30,4
792.vasp,-4642.66793448,320,0.59781,28,2
793.vasp,-4642.65481539,324,0.56214,30,1
794.vasp,-4642.57020315,332,0.6444,30,3
795.vasp,-4642.54417869,324,0.61632,38,4
796.vasp,-4642.68454775,316,0.54349,28,3
797.vasp,-4642.58950547,328,0.64856,34,4
798.vasp,-4642.58221713,328,0.64838,34,4
799.vasp,-4642.59383899,336,0.6299,31,3
8.vasp,-4642.66620764,320,0.57585,30,3
80.vasp,-4642.5904454,332,0.62096,34,5
800.vasp,-4642.6341739,320,0.59574,32,4
801.vasp,-4642.62477154,324,0.59345,30,1
802.vasp,-4642.58717491,328,0.63183,34,5
803.vasp,-4642.62465808,320,0.60641,32,4
804.vasp,-4642.59758456,324,0.58263,32,3
805.vasp,-4642.58078271,336,0.66322,29,4
806.vasp,-4642.61071801,324,0.61964,32,4
807.vasp,-4642.59384332,336,0.62915,32,1
808.vasp,-4642.66141657,316,0.55868,32,4
809.vasp,-4642.52926333,344,0.68157,36,3
81.vasp,-4642.60968768,324,0.61131,34,2
810.vasp,-4642.57312147,328,0.64733,34,5
811.vasp,-4642.55500918,328,0.64043,36,3
812.vasp,-4642.61716035,328,0.63884,30,4
813.vasp,-4642.58674623,332,0.64284,28,2
814.vasp,-4642.65830169,316,0.56924,28,3
815.vasp,-4642.62917547,328,0.58765,32,2
816.vasp,-4642.58508668,336,0.61871,34,2
817.vasp,-4642.59979347,332,0.59921,32,5
818.vasp,-4642.55316774,344,0.65459,34,2
819.vasp,-4642.59991557,332,0.63331,32,1
82.vasp,-4642.60327884,320,0.58858,32,4
820.vasp,-4642.57002779,344,0.65112,32,3
821.vasp,-4642.63277882,324,0.59845,30,5
822.vasp,-4642.61234907,328,0.63754,30,5
823.vasp,-4642.65882608,320,0.59013,28,2
824.vasp,-4642.62101113,332,0.60455,30,4
825.vasp,-4642.57749044,324,0.63652,34,1
826.vasp,-4642.58298558,328,0.62262,36,1
827.vasp,-4642.63421134,324,0.56659,30,4
828.vasp,-4642.56485957,344,0.63782,32,1
829.vasp,-4642.58797821,328,0.61465,32,4
83.vasp,-4642.56110266,336,0.66148,34,5
830.vasp,-4642.58184117,328,0.64297,34,3
831.vasp,-4642.65098965,324,0.59208,30,1
832.vasp,-4642.58541283,336,0.63112,32,1
833.vasp,-4642.61703581,320,0.60898,34,4
834.vasp,-4642.66610735,324,0.59305,28,4
835.vasp,-4642.60091711,332,0.61661,30,3
836.vasp,-4642.65269194,324,0.56335,30,3
837.vasp,-4642.57489134,328,0.62185,35,1
838.vasp,-4642.61032701,328,0.60604,32,5
839.vasp,-4642.6319353,320,0.57122,32,3
84.vasp,-4642.60312419,324,0.62557,34,5
840.vasp,-4642.6600223,320,0.56217,30,3
841.vasp,-4642.59157636,332,0.62075,32,4
842.vasp,-4642.64470749,328,0.60339,30,2
843.vasp,-4642.59858137,332,0.64939,32,1
844.vasp,-4642.63676236,324,0.59074,30,1
845.vasp,-4642.6260553,324,0.59991,30,3
846.vasp,-4642.61532076,324,0.59185,34,5
847.vasp,-4642.58558223,336,0.62701,32,1
848.vasp,-4642.61097256,324,0.62738,34,5
849.vasp,-4642.59255977,320,0.62237,32,3
85.vasp,-4642.63644724,324,0.59341,30,1
850.vasp,-4642.63404701,320,0.5813,30,1
851.vasp,-4642.6393322,320,0.58743,32,1
852.vasp,-4642.57970633,340,0.63003,30,2
853.vasp,-4642.57997444,340,0.64666,32,1
854.vasp,-4642.58002181,324,0.62331,34,2
855.vasp,-4642.57376955,340,0.6404,34,3
856.vasp,-4642.58368374,324,0.58325,30,4
857.vasp,-4642.56909371,328,0.65947,36,5
858.vasp,-4642.64006739,320,0.58497,30,1
859.vasp,-4642.60984961,328,0.60561,32,3
86.vasp,-4642.60350664,320,0.60087,32,4
860.vasp,-4642.63292214,328,0.59925,30,3
861.vasp,-4642.57568544,336,0.6389,32,2
862.vasp,-4642.58330512,328,0.64378,32,3
863.vasp,-4642.59639922,336,0.63685,32,3
864.vasp,-4642.6621309,320,0.5813,28,4
865.vasp,-4642.63239364,320,0.60391,32,2
866.vasp,-4642.60554115,324,0.63259,34,1
867.vasp,-4642.58682374,332,0.62252,32,2
868.vasp,-4642.77673912,300,0.30899,30,2
869.vasp,-4642.61784775,328,0.60617,32,4
87.vasp,-4642.58756936,324,0.66209,34,4
870.vasp,-4642.659677,316,0.57867,28,4
871.vasp,-4642.72659265,312,0.47222,28,2
872.vasp,-4642.55817467,336,0.66094,34,4
873.vasp,-4642.61344513,320,0.60702,32,1
874.vasp,-4642.59020907,336,0.63284,32,3
875.vasp,-4642.63575376,320,0.58383,32,4
876.vasp,-4642.60839181,328,0.63313,32,1
877.vasp,-4642.57970632,340,0.63003,30,4
878.vasp,-4642.68394995,312,0.54576,30,3
879.vasp,-4642.56347281,332,0.65597,32,2
88.vasp,-4642.63279241,324,0.62814,30,5
880.vasp,-4642.61323755,332,0.61369,32,5
881.vasp,-4642.65625857,324,0.56428,30,3
882.vasp,-4642.57970633,340,0.63003,30,2
883.vasp,-4642.57223533,332,0.65151,34,4
884.vasp,-4642.62114942,328,0.61201,32,2
885.vasp,-4642.64239016,316,0.58897,32,4
886.vasp,-4642.58705728,332,0.63454,33,1
887.vasp,-4642.66683994,324,0.58809,28,1
888.vasp,-4642.63703426,324,0.58197,30,5
889.vasp,-4642.68394995,312,0.54576,30,1
89.vasp,-4642.60540622,332,0.62552,30,4
890.vasp,-4642.67146854,316,0.55856,30,1
891.vasp,-4642.6221123,328,0.60916,32,4
892.vasp,-4642.6605267,316,0.58808,32,2
893.vasp,-4642.60319375,324,0.59997,30,1
894.vasp,-4642.6039849,332,0.61195,34,4
895.vasp,-4642.78190966,296,0.28724,30,1
896.vasp,-4642.58293788,332,0.64403,33,3
897.vasp,-4642.65217256,324,0.60047,30,5
898.vasp,-4642.60683447,332,0.62329,32,5
899.vasp,-4642.62434771,324,0.58255,32,5
9.vasp,-4642.66192103,312,0.51935,32,5
90.vasp,-4642.54588358,348,0.6601,34,3
900.vasp,-4642.62450922,328,0.60039,32,3
901.vasp,-4642.66053447,316,0.5679,32,1
902.vasp,-4642.57749145,340,0.62235,32,1
903.vasp,-4642.67030377,316,0.55436,30,2
904.vasp,-4642.62471603,328,0.62672,30,1
905.vasp,-4642.84481564,288,0.11575,32,4
906.vasp,-4642.54618242,328,0.65834,35,5
907.vasp,-4642.61203255,328,0.63403,31,1
908.vasp,-4642.61041785,332,0.62576,32,4
909.vasp,-4642.61253084,328,0.61377,32,5
91.vasp,-4642.64802054,324,0.57883,30,2
910.vasp,-4642.6196458,332,0.57497,28,4
911.vasp,-4642.57737117,344,0.63353,32,5
912.vasp,-4642.57693749,324,0.65133,34,5
913.vasp,-4642.55023531,336,0.64361,33,4
914.vasp,-4642.59330012,340,0.6269,30,3
915.vasp,-4642.65024286,316,0.55886,32,4
916.vasp,-4642.57312144,328,0.64733,34,4
917.vasp,-4642.61280178,324,0.62102,32,2
918.vasp,-4642.59961834,324,0.61388,34,5
919.vasp,-4642.62871291,324,0.59774,30,2
92.vasp,-4642.62113565,324,0.6281,33,3
920.vasp,-4642.64239015,316,0.58897,32,4
921.vasp,-4642.57464193,340,0.61897,32,3
922.vasp,-4642.6249055,320,0.60239,34,2
923.vasp,-4642.59344499,336,0.61546,32,4
924.vasp,-4642.64442118,324,0.58404,30,1
925.vasp,-4642.59356159,340,0.62021,30,4
926.vasp,-4642.64945423,320,0.59208,32,5
927.vasp,-4642.62958088,328,0.58613,30,5
928.vasp,-4642.59148333,320,0.64989,34,5
929.vasp,-4642.64612503,312,0.57306,28,2
93.vasp,-4642.62218191,324,0.62456,31,3
930.vasp,-4642.65387358,312,0.54188,33,1
931.vasp,-4642.60007506,336,0.61014,30,4
932.vasp,-4642.58900892,336,0.64162,32,4
933.vasp,-4642.52926336,344,0.68157,36,3
934.vasp,-4642.62020421,328,0.62737,30,3
935.vasp,-4642.576846,320,0.64858,36,2
936.vasp,-4642.60229927,332,0.63172,32,2
937.vasp,-4642.67011913,320,0.56948,30,5
938.vasp,-4642.65553878,316,0.57703,32,3
939.vasp,-4642.60341839,328,0.64525,32,1
94.vasp,-4642.68394995,312,0.54576,30,2
940.vasp,-4642.57997317,324,0.62415,34,3
941.vasp,-4642.56070128,340,0.6735,34,1
942.vasp,-4642.65830063,316,0.56928,28,4
943.vasp,-4642.57200184,340,0.63601,32,5
944.vasp,-4642.61425812,328,0.59064,31,4
945.vasp,-4642.66579407,324,0.54897,26,5
946.vasp,-4642.65575057,316,0.57515,30,3
947.vasp,-4642.61928479,324,0.62147,32,3
948.vasp,-4642.63677928,324,0.588,28,1
949.vasp,-4642.6562442,316,0.58863,28,1
95.vasp,-4642.70621697,312,0.47403,32,1
950.vasp,-4642.6340173,328,0.61074,30,3
951.vasp,-4642.58163993,336,0.63237,34,4
952.vasp,-4642.60843602,328,0.60017,32,3
953.vasp,-4642.62712418,324,0.61394,32,3
954.vasp,-4642.62711812,324,0.61401,32,4
955.vasp,-4642.6238979,324,0.58629,34,2
956.vasp,-4642.55008157,340,0.65872,34,2
957.vasp,-4642.65991975,316,0.5796,30,5
958.vasp,-4642.55760724,344,0.66366,34,5
959.vasp,-4642.58075606,336,0.66234,29,2
96.vasp,-4642.59070147,332,0.63188,32,3
960.vasp,-4642.62747797,324,0.57519,32,4
961.vasp,-4642.64124889,324,0.61053,30,5
962.vasp,-4642.63862818,324,0.58752,30,2
963.vasp,-4642.63715845,324,0.60106,30,4
964.vasp,-4642.66497388,320,0.57725,28,4
965.vasp,-4642.66745495,320,0.54225,28,2
966.vasp,-4642.62732922,324,0.59521,33,2
967.vasp,-4642.64453046,320,0.61079,32,2
968.vasp,-4642.64007844,324,0.57036,30,1
969.vasp,-4642.626962,320,0.5892,34,1
97.vasp,-4642.57240031,344,0.64588,32,5
970.vasp,-4642.56986738,332,0.65464,34,3
971.vasp,-4642.57330901,336,0.64932,34,1
972.vasp,-4642.61189614,324,0.61969,32,5
973.vasp,-4642.62994466,324,0.58467,32,5
974.vasp,-4642.55432598,344,0.67708,32,5
975.vasp,-4642.66941327,320,0.57428,30,5
976.vasp,-4642.58225746,336,0.63215,34,2
977.vasp,-4642.52129722,344,0.68463,33,1
978.vasp,-4642.58100854,328,0.64603,32,4
979.vasp,-4642.63714785,320,0.58636,32,4
98.vasp,-4642.61504377,324,0.59299,32,5
980.vasp,-4642.6370605,328,0.62329,30,3
981.vasp,-4642.77673815,300,0.309,30,3
982.vasp,-4642.61949132,320,0.57553,34,2
983.vasp,-4642.61477828,336,0.61367,30,2
984.vasp,-4642.74384926,304,0.37869,32,3
985.vasp,-4642.64590342,316,0.57122,30,2
986.vasp,-4642.58323599,332,0.63123,34,5
987.vasp,-4642.65635129,324,0.60176,30,5
988.vasp,-4642.62524082,328,0.60242,30,5
989.vasp,-4642.68905281,320,0.55302,26,2
99.vasp,-4642.76433615,300,0.31888,30,2
990.vasp,-4642.59116542,328,0.61654,34,4
991.vasp,-4642.62736216,320,0.59384,32,2
992.vasp,-4642.53445993,348,0.71462,31,2
993.vasp,-4642.59384745,336,0.61221,30,3
994.vasp,-4642.63177338,320,0.60679,32,5
995.vasp,-4642.56070127,340,0.6735,34,2
996.vasp,-4642.63499166,320,0.59669,32,3
997.vasp,-4642.58661503,340,0.60408,30,4
998.vasp,-4642.56379389,344,0.63964,32,2
999.vasp,-4642.62958063,328,0.58612,30,3
